H49,H39,H30,H10,Mean49,SD49,Max49,Min49,Mean39,SD39,Max39,Min39,Mean30,SD30,Max30,Min30,Mean10,SD10,Max10,Min10,MeanWD,SDWD,MaxWD,MinWD,MeanTemp,SDTemp,MaxTemp,MinTemp,Date,Time
49,39,30,10,5.66,0.32,6.85,4.94,4.86,0.35,6.09,3.8,3.74,0.31,4.94,3.03,NaN,NaN,NaN,NaN,333,4,349,0,2.9,0,3.3,2.8,3/18/2008,21:00:00
49,39,30,10,5.58,0.59,7.24,4.56,4.72,0.45,6.85,3.8,3.54,0.34,4.94,2.65,NaN,NaN,NaN,NaN,338,5,333,0,2.8,0,3,2.6,3/18/2008,21:10:00
49,39,30,10,6.32,0.45,7.24,4.94,5.54,0.52,6.47,3.8,4.4,0.42,5.32,3.03,NaN,NaN,NaN,NaN,343,4,353,0,2.9,0,3,2.6,3/18/2008,21:20:00
49,39,30,10,6.99,0.73,9.15,4.94,6.31,0.87,8.77,4.17,5.2,0.67,7.24,3.8,NaN,NaN,NaN,NaN,342,8,331,0,3,0.1,3.5,2.6,3/18/2008,21:30:00
49,39,30,10,7.97,1.08,11.07,4.94,7.43,1.18,10.67,4.94,6.53,1.13,9.15,4.17,NaN,NaN,NaN,NaN,338,7,345,0,3.2,0,3.5,2.8,3/18/2008,21:40:00
49,39,30,10,7.64,0.8,9.54,5.71,6.93,0.8,8.77,4.17,6.2,0.8,8.37,4.17,NaN,NaN,NaN,NaN,335,8,352,0,3.1,0,3.3,2.8,3/18/2008,21:50:00
49,39,30,10,7.38,0.62,8.77,5.71,6.86,0.77,8.77,4.94,6.02,0.83,7.99,4.17,NaN,NaN,NaN,NaN,331,6,338,0,3,0.1,3.3,2.8,3/18/2008,22:00:00
49,39,30,10,7.98,0.54,9.15,6.47,7.2,0.56,8.77,5.71,6,0.56,7.24,4.56,NaN,NaN,NaN,NaN,331,4,336,0,2.9,0,3.3,2.8,3/18/2008,22:10:00
49,39,30,10,7.56,0.62,9.54,6.09,6.68,0.52,8.37,5.32,5.75,0.44,7.24,4.94,NaN,NaN,NaN,NaN,335,5,333,0,2.9,0,3,2.8,3/18/2008,22:20:00
49,39,30,10,7.04,0.52,8.77,5.71,6.38,0.54,7.99,4.94,5.33,0.47,6.85,3.8,NaN,NaN,NaN,NaN,337,5,338,0,2.9,0,3,2.8,3/18/2008,22:30:00
49,39,30,10,7.36,0.62,9.15,5.71,6.5,0.59,8.37,4.94,5.55,0.64,7.24,4.17,NaN,NaN,NaN,NaN,335,5,334,0,2.9,0,3,2.6,3/18/2008,22:40:00
49,39,30,10,6.77,0.5,9.15,5.71,5.77,0.47,7.24,4.56,4.61,0.42,6.47,3.8,NaN,NaN,NaN,NaN,336,5,342,0,2.6,0,2.8,2.6,3/18/2008,22:50:00
49,39,30,10,7.08,0.52,8.77,5.71,6.22,0.59,7.99,4.94,4.91,0.45,6.47,3.8,NaN,NaN,NaN,NaN,335,5,349,0,2.6,0,2.8,2.6,3/18/2008,23:00:00
49,39,30,10,7.12,0.5,8.37,5.71,6.26,0.54,7.24,4.94,5.07,0.52,6.85,3.8,NaN,NaN,NaN,NaN,332,4,335,0,2.7,0,2.8,2.6,3/18/2008,23:10:00
49,39,30,10,7.67,0.47,8.77,6.47,6.89,0.47,7.99,5.71,5.74,0.42,7.24,4.94,NaN,NaN,NaN,NaN,329,3,329,0,2.7,0,2.8,2.6,3/18/2008,23:20:00
49,39,30,10,7.75,0.59,9.15,5.71,7,0.56,8.37,5.32,5.97,0.56,7.24,4.56,NaN,NaN,NaN,NaN,332,5,332,0,2.6,0,2.8,2.3,3/18/2008,23:30:00
49,39,30,10,7.69,0.56,9.54,6.47,6.96,0.54,8.37,5.71,5.8,0.54,7.61,4.56,NaN,NaN,NaN,NaN,332,5,344,0,2.7,0,2.8,2.6,3/18/2008,23:40:00
49,39,30,10,7.36,0.56,9.54,6.09,6.54,0.56,8.37,5.32,5.46,0.56,6.85,3.8,NaN,NaN,NaN,NaN,332,5,337,0,2.7,0,2.8,2.6,3/18/2008,23:50:00
49,39,30,10,6.3,0.45,7.99,4.94,5.44,0.37,6.47,4.56,4.2,0.4,5.32,3.41,NaN,NaN,NaN,NaN,332,4,350,0,2.6,0,2.8,2.3,3/19/2008,0:00:00
49,39,30,10,6.05,0.44,6.85,4.94,5.21,0.35,6.09,4.17,4.26,0.37,5.32,3.8,NaN,NaN,NaN,NaN,330,3,334,0,2.5,0,2.8,2.3,3/19/2008,0:10:00
49,39,30,10,5.1,0.5,6.09,3.8,4.33,0.42,5.32,3.41,3.43,0.45,4.56,2.26,NaN,NaN,NaN,NaN,321,5,327,0,2.4,0,2.8,2.3,3/19/2008,0:20:00
49,39,30,10,5.71,0.56,6.85,4.56,4.72,0.62,6.47,3.41,3.56,0.56,5.71,2.26,NaN,NaN,NaN,NaN,318,4,326,0,2.3,0,2.6,2.3,3/19/2008,0:30:00
49,39,30,10,6.87,0.52,7.99,5.32,5.88,0.45,6.85,4.56,4.75,0.47,6.09,3.41,NaN,NaN,NaN,NaN,318,5,318,0,2.3,0,2.6,2.3,3/19/2008,0:40:00
49,39,30,10,7.46,0.64,9.54,6.09,6.45,0.64,7.99,4.94,5.36,0.54,6.85,4.17,NaN,NaN,NaN,NaN,322,4,328,0,2.3,0,2.6,2.3,3/19/2008,0:50:00
49,39,30,10,8.29,0.38,9.54,6.85,7.45,0.47,8.77,6.47,6.27,0.45,7.61,4.94,NaN,NaN,NaN,NaN,327,3,328,0,2.3,0,2.6,2.1,3/19/2008,1:00:00
49,39,30,10,8.36,0.56,9.92,6.47,7.61,0.59,9.54,6.09,6.57,0.62,7.99,4.94,NaN,NaN,NaN,NaN,324,5,324,0,2.3,0,2.6,2.1,3/19/2008,1:10:00
49,39,30,10,8.38,0.54,10.29,6.85,7.66,0.67,9.54,5.71,6.51,0.62,8.37,4.94,NaN,NaN,NaN,NaN,325,4,341,0,2.3,0,2.6,2.3,3/19/2008,1:20:00
49,39,30,10,9.06,0.91,11.45,6.47,8.3,0.73,10.29,6.47,7.31,0.7,9.54,6.09,NaN,NaN,NaN,NaN,331,5,340,0,2.4,0,2.6,2.3,3/19/2008,1:30:00
49,39,30,10,9.21,0.77,11.45,7.61,8.53,0.87,11.07,6.47,7.64,0.8,9.92,6.09,NaN,NaN,NaN,NaN,331,5,328,0,2.4,0,2.8,2.3,3/19/2008,1:40:00
49,39,30,10,8.71,0.87,11.07,6.47,8.16,0.83,11.07,6.09,7.22,0.77,9.54,5.71,NaN,NaN,NaN,NaN,332,5,345,0,2.4,0,2.8,2.3,3/19/2008,1:50:00
49,39,30,10,8.76,0.83,11.07,6.09,8.07,0.77,9.92,6.09,7.2,0.7,9.15,5.71,NaN,NaN,NaN,NaN,337,5,346,0,2.4,0,2.8,2.3,3/19/2008,2:00:00
49,39,30,10,8.09,0.95,10.67,6.09,7.35,0.95,10.29,5.32,6.68,0.95,9.54,4.56,NaN,NaN,NaN,NaN,337,7,348,0,2.4,0,2.8,2.3,3/19/2008,2:10:00
49,39,30,10,9.39,1.08,11.82,7.24,8.71,1.08,11.82,6.09,7.85,0.99,11.45,5.71,NaN,NaN,NaN,NaN,340,6,343,0,2.4,0,2.6,2.3,3/19/2008,2:20:00
49,39,30,10,9.65,0.83,12.59,7.61,8.97,0.91,11.82,6.85,7.96,0.95,10.29,5.71,NaN,NaN,NaN,NaN,339,6,348,0,2.4,0,2.6,2.3,3/19/2008,2:30:00
49,39,30,10,8.85,0.83,11.07,6.85,8.12,0.67,10.67,6.47,7.27,0.62,8.77,5.71,NaN,NaN,NaN,NaN,339,5,338,0,2.3,0,2.6,2.3,3/19/2008,2:40:00
49,39,30,10,8.25,0.73,10.29,6.47,7.53,0.67,9.54,6.09,6.57,0.7,8.77,4.94,NaN,NaN,NaN,NaN,340,5,344,0,2.2,0,2.6,2.1,3/19/2008,2:50:00
49,39,30,10,7.8,0.7,9.54,6.09,7.02,0.59,8.37,5.32,5.91,0.56,7.61,4.17,NaN,NaN,NaN,NaN,344,5,356,0,2.1,0,2.6,1.8,3/19/2008,3:00:00
49,39,30,10,7.81,0.8,9.92,5.71,7.3,0.83,9.54,5.32,6.5,0.73,8.77,4.94,NaN,NaN,NaN,NaN,342,6,342,0,2.2,0,2.6,2.1,3/19/2008,3:10:00
49,39,30,10,7.53,0.7,9.54,6.09,7.01,0.59,8.77,5.71,6.15,0.62,7.99,4.56,NaN,NaN,NaN,NaN,339,6,331,0,2.2,0,2.3,1.8,3/19/2008,3:20:00
49,39,30,10,8.84,0.8,11.45,6.85,8.47,0.87,11.07,6.47,7.69,0.87,9.92,5.71,NaN,NaN,NaN,NaN,339,6,341,0,2.2,0,2.6,2.1,3/19/2008,3:30:00
49,39,30,10,9.6,1.08,12.2,6.85,9.06,1.08,13.34,6.85,8.16,0.95,12.2,6.47,NaN,NaN,NaN,NaN,337,5,334,0,2.1,0,2.3,1.8,3/19/2008,3:40:00
49,39,30,10,8.6,0.77,10.67,6.47,8.16,0.73,10.29,6.47,7.28,0.77,9.92,4.94,NaN,NaN,NaN,NaN,340,5,334,0,2.1,0,2.3,1.8,3/19/2008,3:50:00
49,39,30,10,8.75,1.18,11.82,6.09,8.16,1.04,11.07,5.71,7.45,0.99,10.29,4.94,NaN,NaN,NaN,NaN,342,6,346,0,2.1,0,2.3,1.8,3/19/2008,4:00:00
49,39,30,10,8.13,0.99,10.67,6.09,7.52,0.87,9.54,5.71,6.94,0.95,9.54,4.56,NaN,NaN,NaN,NaN,340,7,340,0,2.1,0,2.3,1.8,3/19/2008,4:10:00
49,39,30,10,8.6,1.08,11.82,6.09,8.14,0.99,11.45,6.09,7.51,0.95,11.07,5.32,NaN,NaN,NaN,NaN,341,6,351,0,2.1,0,2.3,1.8,3/19/2008,4:20:00
49,39,30,10,7.85,1.29,11.45,5.71,7.44,1.23,11.07,5.71,6.84,1.04,10.29,5.32,NaN,NaN,NaN,NaN,340,6,348,0,2.1,0,2.6,1.8,3/19/2008,4:30:00
49,39,30,10,7.65,0.77,9.54,5.71,7.21,0.83,9.92,5.32,6.57,0.87,8.77,4.56,NaN,NaN,NaN,NaN,342,8,338,0,2,0,2.6,1.8,3/19/2008,4:40:00
49,39,30,10,6.97,0.8,8.77,4.94,6.37,0.91,9.15,4.17,5.65,0.87,7.99,3.8,NaN,NaN,NaN,NaN,343,5,338,0,2,0.1,2.3,1.8,3/19/2008,4:50:00
49,39,30,10,7.74,1.08,10.67,5.32,7.02,1.04,10.67,4.94,6.19,1.13,10.29,4.17,NaN,NaN,NaN,NaN,343,6,351,0,2,0.1,2.6,1.8,3/19/2008,5:00:00
49,39,30,10,7.8,1.13,11.45,5.32,7.21,1.13,10.67,4.56,6.42,1.18,10.67,4.17,NaN,NaN,NaN,NaN,346,6,343,0,1.9,0.1,2.3,1.8,3/19/2008,5:10:00
49,39,30,10,7.14,0.83,8.77,4.94,6.52,0.7,8.37,4.94,5.87,0.64,7.61,4.56,NaN,NaN,NaN,NaN,354,6,355,0,2,0.1,2.6,1.8,3/19/2008,5:20:00
49,39,30,10,6.84,0.91,9.15,4.56,6.16,0.8,8.77,4.56,5.51,0.73,7.61,3.8,NaN,NaN,NaN,NaN,352,6,352,0,2,0.1,2.8,1.8,3/19/2008,5:30:00
49,39,30,10,6.02,0.95,8.37,3.41,5.48,0.91,7.61,3.41,4.78,0.87,6.85,2.65,NaN,NaN,NaN,NaN,352,8,355,0,2,0.1,2.8,1.8,3/19/2008,5:40:00
49,39,30,10,4.65,0.56,6.09,3.41,4.22,0.52,5.71,2.65,3.58,0.62,5.71,2.26,NaN,NaN,NaN,NaN,355,3,0,0,2,0.2,2.8,1.8,3/19/2008,5:50:00
