H49,H39,H30,H10,Mean49,SD49,Max49,Min49,Mean39,SD39,Max39,Min39,Mean30,SD30,Max30,Min30,Mean10,SD10,Max10,Min10,MeanWD,SDWD,MaxWD,MinWD,MeanTemp,SDTemp,MaxTemp,MinTemp,Date,Time
49,39,30,10,6.07,0.24,6.85,5.32,5.3,0.29,5.71,4.56,3.35,0.35,4.17,2.26,3.36,0.37,4.17,2.65,163.97,5.86,168.41,0,10.77,0,11.03,10.51,10/11/2007,2:30:00
49,39,30,10,5.64,0.47,6.47,4.17,4.48,0.37,5.32,3.8,3.04,0.29,3.8,2.26,2.8,0.35,3.8,1.88,164.08,7.61,175.39,0,10.44,0.11,10.77,10.25,10/11/2007,2:40:00
49,39,30,10,5.69,0.45,6.85,4.94,5.18,0.23,5.71,4.56,3.47,0.28,4.17,2.65,3.56,0.32,4.17,2.65,154.21,4.93,167.5,0,10.44,0.02,10.77,10.25,10/11/2007,2:50:00
49,39,30,10,4.81,0.47,6.47,4.17,3.74,0.67,5.32,2.65,1.99,0.73,3.8,0.73,1.59,0.99,3.8,0.35,166.59,7.61,167.95,0,10.57,0,10.77,10.25,10/11/2007,3:00:00
49,39,30,10,5.38,0.62,6.85,4.56,4.08,0.62,5.32,3.03,3.37,0.67,4.56,1.5,3.19,0.8,4.56,1.12,164.84,5.15,171.16,0,10.38,0,10.51,10.25,10/11/2007,3:10:00
49,39,30,10,7.29,0.56,8.37,6.47,5.34,0.38,6.47,4.56,4.33,0.34,5.32,3.8,4.19,0.37,5.32,3.41,173.21,5.62,181.67,0,10.31,0,10.51,10.25,10/11/2007,3:20:00
49,39,30,10,7.07,0.26,7.61,6.47,5.02,0.25,5.71,3.8,3.91,0.29,4.56,3.03,3.72,0.32,4.56,2.65,169.59,6.12,171.63,0,9.92,0,10.25,9.72,10/11/2007,3:30:00
49,39,30,10,6.65,0.44,7.24,5.71,4.36,0.62,5.32,2.65,2.62,0.37,3.41,1.88,2.34,0.44,3.41,1.5,173.67,6.12,171.16,0,9.59,0,9.98,9.46,10/11/2007,3:40:00
49,39,30,10,5.25,0.47,6.47,4.17,2.67,0.44,3.8,1.5,1.71,0.32,2.65,1.12,1.22,0.42,2.26,0.35,160.12,6.97,154.85,0,9.46,0,9.72,9.2,10/11/2007,3:50:00
49,39,30,10,4.28,0.67,5.71,2.65,2.91,0.42,3.8,1.88,2.55,0.42,3.41,1.88,2.35,0.54,3.41,1.12,138.79,11.23,149.9,0,9.72,0,9.98,9.46,10/11/2007,4:00:00
49,39,30,10,3.88,0.27,4.56,3.03,2.62,0.24,3.41,2.26,1.93,0.56,3.03,0.73,1.41,0.64,2.65,0.35,145.43,6.4,139.33,0,9.53,0,9.72,9.2,10/11/2007,4:10:00
49,39,30,10,3.15,0.45,4.17,2.26,1.74,0.38,2.65,0.73,0.42,0.19,1.12,0.35,0.35,0.04,0.73,0.35,158.65,6.12,156.11,0,8.95,0.38,9.46,7.92,10/11/2007,4:20:00
49,39,30,10,3.54,0.31,4.17,2.65,1.99,0.34,2.65,1.12,0.35,0,0.35,0.35,0.35,0,0.35,0.35,168.03,5.15,167.95,0,8.24,0.31,8.95,7.66,10/11/2007,4:30:00
49,39,30,10,3.37,0.44,4.56,2.26,2.09,0.42,3.03,0.73,1.33,0.62,2.65,0.35,1.24,0.59,2.26,0.35,185.55,10.3,184.15,0,9.46,0.46,10.25,8.95,10/11/2007,4:40:00
49,39,30,10,3.48,0.52,4.94,2.26,2.15,0.52,4.17,0.73,1.2,0.44,1.88,0.35,1,0.45,1.88,0.35,185.8,8.66,198.11,0,10.38,0.02,10.51,10.25,10/11/2007,4:50:00
49,39,30,10,3.61,0.52,4.94,2.26,2.51,0.42,3.41,1.5,1.97,0.42,3.03,0.73,1.91,0.45,2.65,0.73,192.57,8.66,197.04,0,10.57,0,10.77,10.25,10/11/2007,5:00:00
49,39,30,10,3.97,0.47,4.94,2.65,3.18,0.52,4.56,1.88,2.53,0.47,3.8,1.5,2.51,0.5,3.8,1.5,191.93,7.28,185.65,0,10.7,0,10.77,10.51,10/11/2007,5:10:00
49,39,30,10,4.43,0.42,6.09,3.41,3.62,0.52,5.32,2.65,3.04,0.5,4.56,1.88,3.05,0.5,4.17,1.88,192.44,7.28,182.16,0,10.84,0,10.77,10.77,10/11/2007,5:20:00
49,39,30,10,4.57,0.35,5.32,3.8,3.84,0.44,4.94,2.65,3.21,0.38,4.17,1.88,3.25,0.4,4.17,2.65,193.59,6.4,195.98,0,10.84,0,11.03,10.77,10/11/2007,5:30:00
49,39,30,10,4.33,0.34,5.32,3.41,3.76,0.37,4.94,2.65,3.33,0.4,4.17,2.26,3.42,0.38,4.17,2.65,198.14,5.15,187.16,0,11.03,0,11.3,10.77,10/11/2007,5:40:00
49,39,30,10,4.45,0.35,5.32,3.41,4.01,0.44,4.94,3.03,3.5,0.45,4.94,2.26,3.55,0.45,5.32,2.26,198.4,5.62,197.04,0,11.23,0,11.3,11.03,10/11/2007,5:50:00
49,39,30,10,4.56,0.4,5.71,3.41,4.08,0.4,4.94,3.03,3.69,0.54,4.94,2.65,3.66,0.54,4.94,2.26,184.57,6.12,185.65,0,11.43,0,11.56,11.3,10/11/2007,6:00:00
49,39,30,10,3.99,0.35,5.32,3.03,3.81,0.37,4.94,3.03,3.59,0.45,4.94,2.65,3.54,0.47,4.94,2.26,187.53,6.12,174.44,0,11.63,0,11.83,11.3,10/11/2007,6:10:00
49,39,30,10,4.25,0.4,5.32,3.03,4.21,0.56,5.32,3.03,4.1,0.67,5.32,2.65,4.08,0.7,5.32,2.65,180.23,6.12,180.69,0,11.7,0,11.83,11.56,10/11/2007,6:20:00
49,39,30,10,3.86,0.4,4.94,2.65,3.67,0.42,4.56,2.65,3.59,0.44,4.56,2.26,3.56,0.44,4.56,2.26,181.9,9.86,192.82,0,11.76,0,11.83,11.56,10/11/2007,6:30:00
49,39,30,10,3.6,0.5,4.56,2.26,3.64,0.44,4.94,2.65,3.46,0.56,4.56,1.88,3.58,0.59,4.94,1.88,224.04,12.25,240.1,0,11.76,0,11.83,11.56,10/11/2007,6:40:00
49,39,30,10,3.52,0.42,4.56,2.26,3.49,0.44,4.56,2.26,3.17,0.45,4.17,1.88,3.15,0.45,4.56,2.26,217.44,4.93,216.63,0,11.76,0,11.83,11.56,10/11/2007,6:50:00
49,39,30,10,3.58,0.42,4.56,2.26,3.52,0.38,4.17,2.65,3.3,0.4,4.56,2.26,3.31,0.4,4.17,1.88,212.44,7.28,198.65,0,11.89,0,12.09,11.56,10/11/2007,7:00:00
49,39,30,10,3.18,0.4,4.17,2.26,3.22,0.47,4.17,2.26,3.15,0.44,4.17,1.88,3.09,0.5,4.17,1.88,201.45,10.3,199.19,0,11.83,0,11.83,11.56,10/11/2007,7:10:00
49,39,30,10,3.13,0.4,4.17,2.26,3.4,0.37,4.56,2.26,3.27,0.35,4.17,2.26,3.38,0.38,4.56,2.26,187.28,7.94,184.15,0,12.03,0,12.09,11.83,10/11/2007,7:20:00
49,39,30,10,3.31,0.37,4.17,2.65,3.43,0.35,4.56,2.26,3.24,0.4,4.56,2.26,3.09,0.5,4.56,1.88,176.68,6.4,182.66,0,12.29,0,12.63,11.83,10/11/2007,7:30:00
49,39,30,10,3.29,0.32,4.17,2.65,3.53,0.4,4.56,2.65,3.45,0.5,4.56,2.26,3.34,0.54,4.56,1.88,178.92,7.94,192.3,0,12.43,0,12.63,12.36,10/11/2007,7:40:00
49,39,30,10,3.47,0.35,4.56,2.65,3.69,0.38,4.56,2.65,3.56,0.47,4.94,1.88,3.43,0.52,4.56,1.88,172.19,7.28,158.67,0,12.56,0.03,12.9,12.36,10/11/2007,7:50:00
49,39,30,10,3.64,0.42,4.56,2.65,3.98,0.45,5.32,2.65,3.82,0.52,5.32,2.65,3.72,0.54,5.32,2.26,172.3,8.66,156.96,0,12.76,0,12.9,12.63,10/11/2007,8:00:00
49,39,30,10,3.12,0.5,4.17,1.88,3.08,0.54,4.17,1.88,2.96,0.67,4.17,1.12,2.69,0.73,4.17,0.73,172.64,11.73,151.12,0,12.83,0.09,13.44,12.63,10/11/2007,8:10:00
49,39,30,10,3.52,0.38,4.56,2.65,3.76,0.38,4.56,2.65,3.61,0.47,4.94,2.65,3.45,0.5,4.94,2.26,166.92,9.04,173.97,0,13.17,0,13.44,13.17,10/11/2007,8:20:00
49,39,30,10,3.52,0.35,4.56,2.65,3.62,0.35,4.56,2.65,3.38,0.56,4.94,2.26,3.2,0.54,4.56,1.88,167.58,8.66,187.67,0,13.44,0,13.71,13.44,10/11/2007,8:30:00
49,39,30,10,4.18,0.44,4.94,3.03,4.52,0.56,5.71,3.03,4.36,0.73,5.71,2.26,4.31,0.87,6.09,1.88,172.76,9.04,165.24,0,13.57,0,13.98,13.44,10/11/2007,8:40:00
49,39,30,10,4.07,0.5,5.32,3.03,4.06,0.67,5.71,2.26,4,0.73,5.71,2.26,3.83,0.8,5.71,1.88,177.39,10.3,181.67,0,13.64,0.12,13.98,13.44,10/11/2007,8:50:00
49,39,30,10,4.22,0.47,5.32,2.65,4.29,0.64,6.47,2.65,4.24,0.73,6.09,2.65,4.03,0.8,6.09,1.88,176.8,7.61,166.59,0,14.05,0,14.52,13.98,10/11/2007,9:00:00
49,39,30,10,4.13,0.45,5.32,3.03,4.26,0.59,5.71,2.65,4.14,0.77,5.71,1.88,3.94,0.83,6.09,1.88,171.96,9.04,172.56,0,14.52,0.06,14.8,14.25,10/11/2007,9:10:00
49,39,30,10,4.52,0.5,5.71,3.41,4.65,0.52,6.09,3.41,4.62,0.62,6.47,3.41,4.47,0.7,6.47,3.03,182.39,9.44,188.18,0,14.59,0,14.8,14.52,10/11/2007,9:20:00
49,39,30,10,4.35,0.54,6.09,2.65,4.38,0.59,5.71,3.03,4.29,0.77,6.09,2.26,4.11,0.83,6.09,1.88,179.39,14.57,185.15,0,15,0,15.35,14.8,10/11/2007,9:30:00
49,39,30,10,4.74,0.5,6.09,3.41,4.81,0.52,6.47,3.41,4.89,0.7,6.85,3.03,4.77,0.77,6.85,2.65,173.56,11.23,176.34,0,15.9,0.15,16.18,15.35,10/11/2007,9:40:00
49,39,30,10,5.49,0.52,6.85,4.17,5.52,0.64,7.24,4.17,5.56,0.95,7.61,3.03,5.39,0.91,7.24,2.65,174.71,11.73,193.87,0,16.66,0.3,17.29,16.18,10/11/2007,9:50:00
49,39,30,10,6.03,0.73,7.99,4.56,5.94,0.8,7.99,4.17,5.98,0.95,8.37,3.41,5.76,0.95,8.37,3.41,173.21,11.23,176.34,0,17.64,0.24,17.86,17.01,10/11/2007,10:00:00
49,39,30,10,5.76,0.62,7.61,3.8,5.94,0.59,7.61,4.17,5.91,0.77,7.61,3.41,5.8,0.8,7.61,3.8,170.49,9.04,179.23,0,18.07,0.1,18.42,17.86,10/11/2007,10:10:00
49,39,30,10,5.4,0.64,7.24,3.8,5.48,0.62,7.61,4.17,5.36,0.87,7.61,3.03,5.32,0.83,7.61,3.03,176.57,13.36,174.44,0,18.78,0,18.99,18.42,10/11/2007,10:20:00
49,39,30,10,5.02,0.56,6.85,3.41,5.05,0.8,6.85,3.03,4.89,0.87,7.61,2.65,4.75,0.91,7.24,2.65,175.52,10.76,178.26,0,19.42,0.19,19.85,18.99,10/11/2007,10:30:00
49,39,30,10,4.93,0.67,6.47,3.41,4.82,0.73,6.85,3.41,4.88,0.67,6.47,3.41,4.76,0.73,6.85,3.41,175.87,12.25,154.01,0,20.07,0.08,20.43,19.56,10/11/2007,10:40:00
49,39,30,10,4.89,0.59,6.47,3.03,4.79,0.62,6.85,3.03,4.74,0.73,6.09,2.65,4.67,0.77,6.09,2.65,172.98,13.95,165.69,0,20.57,0,21.01,20.14,10/11/2007,10:50:00
49,39,30,10,4.25,0.52,6.09,3.03,4.12,0.73,6.09,1.88,4.12,0.8,6.09,1.88,4.1,0.87,5.71,1.5,179.28,14.57,163.91,0,21.44,0.15,21.88,20.72,10/11/2007,11:00:00
49,39,30,10,4.13,0.62,6.47,2.65,3.97,0.91,6.85,1.5,3.98,1.04,7.24,1.88,3.94,1.04,7.61,1.88,178.92,14.57,171.16,0,21.66,0,21.88,21.3,10/11/2007,11:10:00
49,39,30,10,4.28,0.73,7.61,2.26,4.19,0.87,6.85,1.88,4.21,0.83,6.47,2.26,4.18,0.87,6.47,2.26,168.14,11.23,172.56,0,22.47,0.13,23.06,21.88,10/11/2007,11:20:00
49,39,30,10,4.87,0.7,6.85,3.41,4.75,0.67,6.47,3.03,4.74,0.73,6.85,3.03,4.72,0.73,6.47,3.03,163,11.23,151.53,0,23.06,0.17,23.36,22.77,10/11/2007,11:30:00
49,39,30,10,5.02,0.62,6.47,3.41,4.92,0.73,6.85,2.65,4.85,0.8,6.47,2.65,4.74,0.77,6.47,3.03,158.33,10.3,161.27,0,23.43,0.03,23.66,23.36,10/11/2007,11:40:00
49,39,30,10,4.86,0.62,6.09,3.41,4.77,0.67,6.47,3.03,4.73,0.8,7.24,2.65,4.61,0.8,6.85,2.65,156.98,10.3,156.96,0,23.81,0,24.25,23.66,10/11/2007,11:50:00
49,39,30,10,5.79,0.7,7.24,3.8,5.68,0.77,7.61,3.41,5.49,0.91,7.61,3.03,5.37,0.87,7.61,3.03,155.95,10.76,139.71,0,24.25,0.18,24.55,23.95,10/11/2007,12:00:00
49,39,30,10,5.44,0.7,7.24,3.8,5.28,0.7,7.24,3.41,5.09,0.8,7.24,3.41,5.04,0.77,7.24,3.41,168.8,13.36,168.41,0,24.78,0.23,25.46,24.55,10/11/2007,12:10:00
49,39,30,10,5.37,0.95,7.61,3.03,5.31,0.99,7.61,3.03,5.14,1.08,9.15,3.03,5,0.95,8.77,3.03,163.97,15.88,128.11,0,25.46,0,25.76,25.16,10/11/2007,12:20:00
49,39,30,10,5.67,0.77,8.37,3.8,5.51,0.83,7.61,3.8,5.33,0.99,7.61,3.03,5.2,0.87,7.99,3.03,168.03,15.88,184.15,0,25.69,0.03,26.37,25.46,10/11/2007,12:30:00
49,39,30,10,5.45,0.99,11.07,2.65,5.37,1.04,11.07,3.03,5.16,0.95,7.61,3.03,5.06,0.91,7.61,3.03,161.71,15.21,154.43,0,25.76,0.05,26.07,25.46,10/11/2007,12:40:00
49,39,30,10,5.64,0.87,7.99,3.8,5.5,0.8,7.24,3.8,5.29,0.99,7.99,3.41,5.22,0.95,7.61,3.41,163.97,14.57,150.71,0,26.07,0,26.37,26.07,10/11/2007,12:50:00
49,39,30,10,5.77,0.83,7.61,3.41,5.61,0.87,7.99,3.8,5.44,0.99,8.37,3.03,5.37,0.99,7.99,3.03,163,10.3,167.95,0,26.37,0,26.68,26.07,10/11/2007,13:00:00
49,39,30,10,6.14,0.64,7.99,4.17,6.14,0.73,7.99,4.17,5.63,0.87,7.61,3.41,5.48,0.8,7.61,3.41,160.65,11.73,187.67,0,26.6,0,26.98,26.37,10/11/2007,13:10:00
49,39,30,10,6.07,0.8,7.99,3.41,5.89,0.83,7.99,4.17,5.59,0.91,8.77,3.03,5.53,0.8,7.99,3.41,164.84,13.36,147.48,0,26.6,0,26.98,26.37,10/11/2007,13:20:00
49,39,30,10,6.03,0.73,7.99,3.8,6.03,0.77,7.99,4.17,6,0.87,7.99,3.8,5.79,0.77,7.99,3.8,162.14,12.25,137.83,0,26.91,0,27.29,26.68,10/11/2007,13:30:00
49,39,30,10,6.75,0.99,8.77,4.17,6.78,1.13,9.54,4.17,6.22,1.23,8.77,3.8,6.07,1.13,8.37,3.8,154.62,9.86,152.76,0,26.98,0,27.29,26.68,10/11/2007,13:40:00
49,39,30,10,6.72,0.73,8.77,4.94,6.63,0.77,7.99,4.56,6.36,0.83,7.99,3.8,6.27,0.8,8.37,3.8,167.69,9.44,159.53,0,26.98,0,27.29,26.68,10/11/2007,13:50:00
49,39,30,10,7.08,0.73,9.92,5.71,6.87,0.91,10.67,4.94,6.46,1.13,10.29,4.17,6.29,0.99,9.54,3.8,155.43,8.66,172.56,0,27.37,0,27.6,27.29,10/11/2007,14:00:00
49,39,30,10,7.77,0.77,9.92,5.32,7.7,0.83,9.92,5.32,7.32,0.99,9.92,4.17,6.94,0.95,9.15,3.41,159.06,7.61,150.3,0,27.14,0,27.6,26.98,10/11/2007,14:10:00
49,39,30,10,7.68,1.04,10.29,4.56,7.39,0.99,9.54,4.56,6.75,1.13,9.15,4.17,6.47,1.04,8.77,4.56,156.77,9.44,144.71,0,27.52,0,27.6,27.29,10/11/2007,14:20:00
49,39,30,10,7.67,1.13,11.07,5.32,7.4,1.08,10.29,4.94,6.77,1.04,9.54,4.17,6.46,0.91,9.15,4.17,161.18,11.73,152.76,0,27.37,0,27.6,27.29,10/11/2007,14:30:00
49,39,30,10,7.36,0.67,9.15,5.32,7.3,0.7,9.15,5.32,6.87,0.77,8.77,4.94,6.65,0.67,8.37,4.94,170.26,10.3,165.24,0,27.6,0,27.91,27.6,10/11/2007,14:40:00
49,39,30,10,7.98,0.99,10.67,5.71,7.87,0.87,9.92,5.32,7.59,0.99,9.54,4.94,7.15,0.91,9.15,4.56,156.26,7.94,145.1,0,27.44,0,27.6,27.29,10/11/2007,14:50:00
49,39,30,10,7.82,0.73,10.29,6.09,7.8,0.73,9.54,5.32,7.4,0.99,9.54,4.56,7.04,0.91,9.54,4.94,170.15,10.3,153.59,0,27.29,0,27.6,27.29,10/11/2007,15:00:00
49,39,30,10,7.81,1.04,9.92,4.94,7.74,0.95,10.29,5.71,7.37,1.04,9.92,4.94,6.9,0.87,9.54,4.94,150.39,8.29,145.1,0,27.21,0,27.6,27.29,10/11/2007,15:10:00
49,39,30,10,7.96,0.91,9.92,6.09,7.8,0.95,10.29,5.32,7.46,0.99,10.29,4.94,7.02,0.91,9.54,4.56,164.95,13.95,153.18,0,27.21,0,27.6,27.29,10/11/2007,15:20:00
49,39,30,10,7.39,0.83,9.54,5.32,7.17,1.04,9.92,4.56,6.93,1.18,9.92,3.8,6.58,1.13,9.54,3.8,165.6,9.86,150.71,0,27.06,0,27.29,26.98,10/11/2007,15:30:00
49,39,30,10,7.9,0.73,9.54,6.09,7.82,0.73,9.92,6.09,7.37,0.8,9.54,5.32,6.96,0.77,9.15,4.94,156.67,7.28,156.53,0,27.06,0,27.29,26.98,10/11/2007,15:40:00
49,39,30,10,7.51,0.83,9.15,5.32,7.33,0.87,9.15,5.32,6.79,0.77,9.15,4.56,6.38,0.73,8.37,4.17,155.64,7.28,154.43,0,26.83,0,26.98,26.68,10/11/2007,15:50:00
49,39,30,10,7.87,0.95,9.92,6.09,7.48,0.87,9.92,5.71,6.72,0.83,9.15,4.17,6.48,0.8,8.77,3.8,157.39,9.04,161.27,0,26.83,0,26.98,26.68,10/11/2007,16:00:00
49,39,30,10,8.61,0.77,10.29,6.09,8.13,0.8,9.92,6.47,7.37,0.77,9.15,4.94,6.86,0.7,9.15,4.56,151.99,6.12,156.96,0,26.45,0,26.98,26.37,10/11/2007,16:10:00
49,39,30,10,8.26,0.59,9.54,6.85,7.94,0.73,9.15,5.71,7.17,0.87,8.77,4.94,6.74,0.77,8.37,4.56,155.23,4.52,156.11,0,26.07,0,26.37,26.07,10/11/2007,16:20:00
49,39,30,10,8.1,0.67,9.54,6.47,8.01,0.64,9.54,6.47,7.22,0.77,8.77,4.94,6.73,0.7,8.37,4.94,154.01,4.15,150.71,0,25.76,0.16,26.07,25.46,10/11/2007,16:30:00
49,39,30,10,8.52,0.64,9.54,6.47,7.88,0.7,9.54,6.09,7.01,0.8,8.77,4.94,6.57,0.77,8.37,4.94,154.11,3.8,155.69,0,25.16,0,25.46,24.85,10/11/2007,16:40:00
49,39,30,10,8.36,0.64,9.92,6.47,7.22,0.73,9.15,5.71,5.98,0.73,8.37,4.17,5.82,0.7,7.99,4.17,153.09,4.33,152.76,0,24.48,0,24.85,23.95,10/11/2007,16:50:00
49,39,30,10,8.35,0.4,9.15,7.24,7.22,0.45,8.37,6.09,5.78,0.56,7.61,4.56,5.67,0.59,7.61,4.17,152.89,3.49,145.5,0,23.66,0.23,24.25,23.36,10/11/2007,17:00:00
49,39,30,10,8.35,0.31,9.15,7.61,7.17,0.28,7.99,6.47,5.31,0.42,6.47,4.17,5.17,0.42,6.47,4.17,152.29,2.26,149.49,0,22.62,0.32,23.36,21.88,10/11/2007,17:10:00
49,39,30,10,8.73,0.32,9.92,7.99,7.26,0.27,7.99,6.47,5.03,0.37,6.09,4.17,4.92,0.35,5.71,4.17,155.84,1.6,155.69,0,21.52,0.25,22.18,21.01,10/11/2007,17:20:00
49,39,30,10,9.09,0.28,9.92,8.37,7.39,0.27,7.99,6.47,4.95,0.35,6.09,4.17,4.8,0.34,5.71,4.17,154.72,1.82,155.69,0,20.64,0.18,21.3,20.14,10/11/2007,17:30:00
49,39,30,10,8.95,0.35,9.54,7.99,7.67,0.32,8.37,7.24,5.03,0.28,5.71,4.17,4.87,0.31,5.71,3.8,153.4,1.9,154.43,0,19.92,0.11,20.43,19.56,10/11/2007,17:40:00
49,39,30,10,8.78,0.29,9.54,7.99,6.87,0.32,7.61,5.71,4.38,0.35,5.32,3.41,4.22,0.37,5.32,3.03,152.49,1.82,152.35,0,19.28,0.14,19.56,18.99,10/11/2007,17:50:00
49,39,30,10,9.57,0.42,10.29,8.77,7.67,0.32,8.37,7.24,4.57,0.32,5.32,3.41,4.46,0.32,5.32,3.41,152.29,1.23,151.94,0,18.64,0,18.99,18.42,10/11/2007,18:00:00
49,39,30,10,11.13,0.44,11.82,10.29,8.31,0.35,9.15,7.24,4.99,0.5,6.85,3.8,4.96,0.5,6.47,3.8,158.12,2.47,161.27,0,18.14,0,18.42,17.86,10/11/2007,18:10:00
49,39,30,10,11.51,0.24,11.82,11.07,8.51,0.38,9.54,7.24,5.48,0.47,6.85,4.17,5.42,0.5,6.85,4.17,156.77,2.47,159.53,0,18.64,0,18.99,18.14,10/11/2007,18:20:00
49,39,30,10,12.01,0.27,12.59,11.07,8.57,0.5,9.92,7.24,5.63,0.54,7.24,4.56,5.55,0.59,7.24,4.17,156.46,2.93,155.69,0,18.78,0,18.99,18.71,10/11/2007,18:30:00
49,39,30,10,12.04,0.26,12.59,11.07,8.44,0.45,9.92,7.24,5.7,0.5,7.24,4.17,5.57,0.5,7.24,4.17,154.31,3.2,152.76,0,18.78,0,18.99,18.42,10/11/2007,18:40:00
49,39,30,10,11.91,0.29,12.59,11.07,8.41,0.45,9.54,6.85,5.67,0.5,6.85,4.56,5.54,0.45,6.85,4.17,155.95,3.49,151.94,0,18.35,0,18.71,17.86,10/11/2007,18:50:00
49,39,30,10,12.18,0.31,12.96,11.07,8.84,0.47,9.92,7.61,6.02,0.59,7.99,4.56,5.92,0.56,7.24,4.56,158.02,3.34,157.81,0,18,0,18.42,17.86,10/11/2007,19:00:00
49,39,30,10,12.48,0.44,13.34,11.07,9.19,0.62,10.67,7.24,6.47,0.67,8.77,4.94,6.28,0.62,8.37,4.94,158.33,3.97,154.43,0,18.21,0,18.42,17.86,10/11/2007,19:10:00
49,39,30,10,12.05,0.59,13.34,10.29,9.42,0.59,11.07,7.99,7.17,0.59,8.77,5.32,6.81,0.59,8.37,5.32,158.85,4.33,155.27,0,18.28,0,18.42,18.14,10/11/2007,19:20:00
49,39,30,10,12.75,0.87,15.27,10.67,10.01,0.83,12.2,7.99,7.66,0.8,9.54,5.71,7.26,0.77,9.15,5.32,162.35,6.4,164.8,0,18.35,0,18.71,18.14,10/11/2007,19:30:00
49,39,30,10,12.88,0.59,14.14,11.07,10.22,0.77,12.2,7.99,7.95,0.8,9.92,6.09,7.63,0.8,9.92,5.71,163.64,6.68,170.24,0,18.56,0,18.71,18.42,10/11/2007,19:40:00
49,39,30,10,12.2,0.56,14.14,10.67,9.7,0.62,11.45,7.61,7.48,0.77,9.54,5.71,7.22,0.77,9.15,5.32,163.32,5.86,163.02,0,18.21,0.16,18.42,17.86,10/11/2007,19:50:00
49,39,30,10,11.78,0.52,13.34,10.29,9.27,0.59,10.67,7.61,7.02,0.67,8.77,5.32,6.85,0.62,8.37,5.71,165.93,6.4,167.5,0,17.72,0,17.86,17.57,10/11/2007,20:00:00
