H49,H39,H30,H10,Mean49,SD49,Max49,Min49,Mean39,SD39,Max39,Min39,Mean30,SD30,Max30,Min30,Mean10,SD10,Max10,Min10,MeanWD,SDWD,MaxWD,MinWD,MeanTemp,SDTemp,MaxTemp,MinTemp,Date,Time
49,39,30,10,4.62,0.91,6.85,1.88,4.36,0.99,6.47,1.5,3.77,0.87,5.71,1.5,1.56,0.87,0.35,0.35,87,15,92,0,66.5,0.3,67.7,65.6,5/10/2003,12:50:00
49,39,30,10,5.07,0.91,7.24,3.03,4.76,1.04,6.85,2.65,4.15,1.13,7.24,1.5,1.62,1.13,0.35,0.35,88,13,80,0,67.3,0.1,68.7,66.7,5/10/2003,13:00:00
49,39,30,10,5.06,0.99,6.85,1.88,4.51,0.95,7.24,2.65,3.75,1.08,6.85,1.12,1.56,1.08,0.35,0.35,83,9,86,0,67.6,0,68.7,66.7,5/10/2003,13:10:00
49,39,30,10,4.95,0.99,7.24,2.26,4.78,1.08,7.99,1.5,4.2,1.23,7.99,1.88,1.62,1.23,0.35,0.35,96,15,81,0,67.7,0.2,68.7,66.7,5/10/2003,13:20:00
49,39,30,10,5.61,0.99,7.99,3.03,5.57,1.08,8.37,3.03,5.15,1.08,7.99,2.65,1.75,1.08,0.35,0.35,115,14,87,0,67.8,0.2,68.7,67.2,5/10/2003,13:30:00
49,39,30,10,6.04,0.8,7.99,4.17,5.96,0.83,8.37,4.17,5.42,0.99,7.99,3.41,1.78,0.99,0.35,0.35,113,16,117,0,68.2,0,69.2,67.7,5/10/2003,13:40:00
49,39,30,10,5.42,1.13,7.99,2.65,5.28,1.23,7.99,1.5,4.76,1.53,7.99,0.35,1.7,1.53,0.35,0.35,105,13,88,0,68.7,0.3,70.3,67.7,5/10/2003,13:50:00
49,39,30,10,5.16,0.67,6.85,3.03,5.04,0.77,6.85,2.65,4.76,0.87,7.24,2.65,1.7,0.87,0.35,0.35,100,8,84,0,68.9,0.5,70.3,68.2,5/10/2003,14:00:00
49,39,30,10,5.36,0.7,6.85,3.03,5.2,0.8,7.24,3.41,4.84,0.99,6.85,1.88,1.71,0.99,0.35,0.35,99,6,94,0,68.7,0,69.2,68.2,5/10/2003,14:10:00
49,39,30,10,5.84,0.87,7.99,3.8,5.75,0.83,8.37,3.8,5.48,0.95,7.61,3.03,1.78,0.95,0.35,0.35,100,8,105,0,69.4,0.1,70.3,68.7,5/10/2003,14:20:00
49,39,30,10,6.51,0.8,8.37,3.8,6.46,0.8,8.37,4.56,6.09,0.91,8.77,3.8,1.84,0.91,0.35,0.35,100,7,103,0,69.6,0.2,70.8,69.2,5/10/2003,14:30:00
49,39,30,10,7.31,1.4,11.45,4.56,7.22,1.34,11.07,4.56,7.06,1.18,10.67,4.17,1.93,1.18,0.35,0.35,119,11,108,0,70.2,0,71.3,69.2,5/10/2003,14:40:00
49,39,30,10,7.29,1.4,11.07,3.8,7.12,1.53,10.67,3.8,6.79,1.67,11.07,3.03,1.91,1.67,0.35,0.35,109,10,113,0,70.2,0.3,71.3,69.8,5/10/2003,14:50:00
49,39,30,10,7.14,1.23,9.92,4.17,7.06,1.23,9.92,4.56,6.57,1.34,9.54,3.41,1.89,1.34,0.35,0.35,108,14,127,0,69.6,0.1,70.8,69.2,5/10/2003,15:00:00
49,39,30,10,7.69,1.04,10.67,5.32,7.52,1.13,10.67,4.94,7.03,1.13,10.29,4.56,1.93,1.13,0.35,0.35,107,12,109,0,70.3,0.3,71.3,69.8,5/10/2003,15:10:00
49,39,30,10,7.96,0.99,10.29,5.32,7.86,0.95,9.92,5.71,7.27,0.99,9.54,4.56,1.95,0.99,0.35,0.35,108,13,101,0,70.4,0,70.8,69.8,5/10/2003,15:20:00
49,39,30,10,7.03,0.8,9.15,5.32,6.9,0.83,9.15,4.94,6.43,0.87,8.77,4.17,1.88,0.87,0.35,0.35,106,10,98,0,70,0.4,71.3,69.8,5/10/2003,15:30:00
49,39,30,10,6.16,1.13,8.37,3.03,6,1.04,8.37,3.41,5.66,0.99,8.37,3.41,1.8,0.99,0.35,0.35,124,16,95,0,70.4,0.6,71.3,69.2,5/10/2003,15:40:00
49,39,30,10,6.95,1.04,9.15,4.56,6.85,1.04,9.15,4.56,6.71,1.04,9.54,3.8,1.9,1.04,0.35,0.35,130,12,125,0,71.5,0.3,73.5,70.8,5/10/2003,15:50:00
49,39,30,10,6.64,1.53,10.29,3.03,6.47,1.53,9.92,3.41,6.08,1.6,11.07,2.65,1.84,1.6,0.35,0.35,114,10,109,0,70.8,0,71.3,70.3,5/10/2003,16:00:00
49,39,30,10,7,1.08,9.54,4.17,6.88,1.08,8.77,4.17,6.52,1.04,8.77,3.41,1.88,1.04,0.35,0.35,135,8,124,0,70.9,0,71.9,70.8,5/10/2003,16:10:00
49,39,30,10,7.76,1.4,11.07,4.94,7.64,1.4,10.67,4.94,7.12,1.4,10.29,4.94,1.94,1.4,0.35,0.35,118,9,114,0,71.7,0.5,73.5,70.8,5/10/2003,16:20:00
49,39,30,10,7.78,0.95,11.07,4.94,7.62,0.99,10.29,4.94,7.06,0.91,9.54,4.94,1.93,0.91,0.35,0.35,112,6,107,0,70.9,0,71.3,70.8,5/10/2003,16:30:00
49,39,30,10,7.98,0.95,9.92,5.32,7.97,0.95,9.54,5.71,7.64,0.95,9.92,4.94,1.98,0.95,0.35,0.35,129,11,112,0,71.6,0.1,72.9,71.3,5/10/2003,16:40:00
49,39,30,10,8.59,1.04,10.67,6.09,8.24,1.04,10.67,6.09,7.46,0.99,10.29,4.94,1.96,0.99,0.35,0.35,137,7,142,0,71.1,0.1,71.9,70.8,5/10/2003,16:50:00
49,39,30,10,8.3,1.04,10.67,6.09,8.15,1.18,10.67,5.32,7.55,1.18,10.29,4.56,1.97,1.18,0.35,0.35,129,7,131,0,70.9,0,71.3,70.8,5/10/2003,17:00:00
49,39,30,10,8.02,0.73,9.54,6.09,7.92,0.8,9.92,6.09,7.58,0.83,9.54,5.32,1.97,0.83,0.35,0.35,126,8,137,0,70.9,0,71.9,70.8,5/10/2003,17:10:00
49,39,30,10,8.85,0.95,10.67,6.47,8.68,0.95,11.07,6.47,8.02,1.04,10.29,5.32,2,1.04,0.35,0.35,129,8,128,0,71.2,0,72.4,70.8,5/10/2003,17:20:00
49,39,30,10,8.87,0.83,10.67,5.32,8.55,0.83,10.67,6.09,7.86,0.83,9.92,5.71,1.99,0.83,0.35,0.35,129,9,147,0,71.1,0,71.3,70.8,5/10/2003,17:30:00
49,39,30,10,8.7,0.77,10.29,6.09,8.47,0.83,10.29,5.32,8.06,0.8,9.92,5.32,2.01,0.8,0.35,0.35,124,6,128,0,70.8,0,70.8,70.8,5/10/2003,17:40:00
49,39,30,10,8.62,0.91,10.67,5.71,8.37,0.95,10.67,5.71,7.7,1.04,9.92,5.32,1.98,1.04,0.35,0.35,121,5,126,0,70.6,0,70.8,70.3,5/10/2003,17:50:00
49,39,30,10,9.55,0.77,11.07,7.24,9.02,0.83,11.07,6.47,8.07,0.8,10.29,6.09,2.01,0.8,0.35,0.35,126,5,125,0,70.4,0,70.8,70.3,5/10/2003,18:00:00
49,39,30,10,9.01,0.77,11.07,6.85,8.37,0.95,10.67,5.71,7.28,0.83,9.15,5.32,1.95,0.83,0.35,0.35,124,5,120,0,70.3,0,70.8,70.3,5/10/2003,18:10:00
49,39,30,10,9.63,0.62,11.82,8.37,8.91,0.67,11.07,6.85,7.6,0.7,9.54,5.71,1.97,0.7,0.35,0.35,126,4,121,0,70.2,0,70.8,70.3,5/10/2003,18:20:00
49,39,30,10,9.18,0.73,11.07,7.24,8.46,0.77,10.29,6.47,7.38,0.64,9.15,5.71,1.96,0.64,0.35,0.35,130,5,130,0,70.2,0,71.3,69.8,5/10/2003,18:30:00
49,39,30,10,9.96,0.83,12.2,7.99,9.27,0.87,11.82,7.24,7.98,0.73,9.92,6.47,2,0.73,0.35,0.35,129,5,140,0,70.2,0,70.8,69.8,5/10/2003,18:40:00
49,39,30,10,10.81,0.91,12.96,8.77,10.09,0.99,12.96,7.61,8.91,0.91,11.07,7.24,2.06,0.91,0.35,0.35,131,5,128,0,70,0,70.8,69.8,5/10/2003,18:50:00
49,39,30,10,10.33,1.08,12.96,7.24,9.56,1.13,12.96,6.85,8.28,1.08,11.45,6.09,2.02,1.08,0.35,0.35,124,4,118,0,69.5,0,70.3,69.2,5/10/2003,19:00:00
49,39,30,10,9.88,1.34,13.73,7.24,9.09,1.29,13.34,6.47,7.8,1.08,11.45,5.71,1.99,1.08,0.35,0.35,129,9,128,0,69.5,0,69.8,69.2,5/10/2003,19:10:00
49,39,30,10,7.85,2.36,13.34,4.17,7.07,2.26,12.2,3.8,5.99,2.16,10.67,2.65,1.84,2.16,0.35,0.35,133,13,161,0,68.1,0.6,69.8,67.7,5/10/2003,19:20:00
49,39,30,10,7.06,0.95,9.54,5.32,6.67,0.91,9.54,4.94,5.97,1.04,9.15,3.8,1.83,1.04,0.35,0.35,108,8,110,0,68.1,0,69.2,67.7,5/10/2003,19:30:00
49,39,30,10,7.66,0.99,9.92,5.71,6.91,0.91,9.15,4.56,5.89,0.77,7.99,4.17,1.82,0.77,0.35,0.35,114,8,100,0,67.4,0.3,68.7,66.7,5/10/2003,19:40:00
49,39,30,10,10.29,1.04,12.96,7.61,9.22,1.04,12.2,7.24,7.2,0.99,9.92,4.17,1.94,0.99,0.35,0.35,106,4,110,0,66.5,0.1,67.7,66.1,5/10/2003,19:50:00
49,39,30,10,13.55,1.13,17.2,11.45,12.48,0.99,15.27,9.54,10.42,1.13,12.96,6.47,2.15,1.13,0.35,0.35,118,7,121,0,65.9,0.3,67.2,65.6,5/10/2003,20:00:00
49,39,30,10,13.47,1.13,16.05,9.54,12.82,1.23,16.05,9.15,11.21,1.18,14.87,8.77,2.2,1.18,0.35,0.35,119,5,109,0,65.5,0,66.7,65.1,5/10/2003,20:10:00
49,39,30,10,11.53,1.47,15.27,8.37,10.37,1.47,13.34,6.47,8.84,1.4,12.2,6.09,2.06,1.4,0.35,0.35,137,10,124,0,65.2,0,65.6,65.1,5/10/2003,20:20:00
49,39,30,10,12.18,1.6,16.05,7.99,11.49,1.6,16.4,6.85,9.98,1.53,14.14,6.09,2.13,1.53,0.35,0.35,148,11,146,0,66.4,0.4,67.7,65.6,5/10/2003,20:30:00
49,39,30,10,7.76,1.4,11.07,4.94,7.46,1.4,10.67,4.94,6.45,1.23,9.54,4.17,1.88,1.23,0.35,0.35,167,11,155,0,66.9,0.1,67.7,66.7,5/10/2003,20:40:00
49,39,30,10,4.11,1.13,6.85,2.26,3.67,1.29,6.85,1.12,2.6,1.4,6.09,0.35,1.33,1.4,0.35,0.35,186,11,163,0,66.8,0,67.7,66.7,5/10/2003,20:50:00
49,39,30,10,1.5,1.04,3.41,0.35,1.48,0.64,3.03,0.35,0.52,0.34,1.5,0.35,0.35,0.34,0.35,0.35,235,56,197,0,66.1,0.3,66.7,65.6,5/10/2003,21:00:00
