BENSON,,,,
NGR = 4625E 1916N,,,,
Altitude = 57 metres,,,,
Latitude = 51:62N Longitude = 01:10W,,,,
Date,Hour,Hourly Mean Windspeed (kn),Hourly Mean Wind Direction (o),Hourly Temperature (°C)
03/02/2012,15,5,340,0.7
03/02/2012,16,5,310,0.5
03/02/2012,17,4,310,-1.0
03/02/2012,18,2,320,-4.1
03/02/2012,19,1,330,-5.5
03/02/2012,20,1,40,-8.7
03/02/2012,21,1,110,-8.6
03/02/2012,22,1,170,-9.5
03/02/2012,23,1,160,-9.4
04/02/2012,0,1,110,-9.1
04/02/2012,1,1,120,-10.3
04/02/2012,2,2,80,-10.3
04/02/2012,3,3,90,-10.2
04/02/2012,4,2,130,-11.0
04/02/2012,5,2,140,-10.8
04/02/2012,6,1,220,-9.3
04/02/2012,7,1,120,-11.1
04/02/2012,8,3,110,-8.2
04/02/2012,9,3,230,-6.6
04/02/2012,10,3,160,-2.5
04/02/2012,11,5,190,-0.1
04/02/2012,12,11,170,0.6
04/02/2012,13,11,160,0.9
04/02/2012,14,10,160,1.6
04/02/2012,15,11,180,1.7
04/02/2012,16,11,180,1.8
04/02/2012,17,11,170,1.3
04/02/2012,18,13,150,0.5
04/02/2012,19,15,150,0.2
04/02/2012,20,16,160,0.2
04/02/2012,21,15,160,0.2
04/02/2012,22,14,160,0.3
04/02/2012,23,15,170,0.3
05/02/2012,0,17,160,0.8
05/02/2012,1,14,160,1.1
05/02/2012,2,4,190,0.6
05/02/2012,3,2,90,0.6
05/02/2012,4,3,360,0.5
05/02/2012,5,3,360,0.5
05/02/2012,6,3,360,0.7
05/02/2012,7,6,340,0.9
05/02/2012,8,5,340,0.9
05/02/2012,9,6,350,1.0
05/02/2012,10,5,360,1.0
05/02/2012,11,4,360,1.1
05/02/2012,12,3,340,1.7
05/02/2012,13,3,340,1.9
05/02/2012,14,1,340,2.3
05/02/2012,15,1,90,2.5
05/02/2012,16,1,80,2.2
05/02/2012,17,2,180,1.8
05/02/2012,18,2,170,1.5
05/02/2012,19,2,160,1.4
05/02/2012,20,2,210,1.1
05/02/2012,21,3,200,1.1
05/02/2012,22,3,150,0.9
05/02/2012,23,2,180,-0.6
06/02/2012,0,1,170,-0.9
06/02/2012,1,1,140,-1.4
06/02/2012,2,1,150,-0.9
06/02/2012,3,1,210,-0.6
06/02/2012,4,2,160,0.7
06/02/2012,5,2,180,0.9
06/02/2012,6,1,130,1.2
06/02/2012,7,2,50,1.0
06/02/2012,8,2,100,1.2
06/02/2012,9,2,180,1.5
06/02/2012,10,2,180,2.1
06/02/2012,11,3,180,2.4
06/02/2012,12,2,200,2.5
06/02/2012,13,3,170,2.8
06/02/2012,14,2,210,2.9
06/02/2012,15,2,190,3.1
06/02/2012,16,2,100,2.9
06/02/2012,17,1,50,1.9
06/02/2012,18,1,70,1.9
06/02/2012,19,2,20,0.6
06/02/2012,20,3,20,0.9
06/02/2012,21,4,40,1.3
06/02/2012,22,2,10,1.4
06/02/2012,23,2,340,1.4
07/02/2012,0,1,20,1.3
07/02/2012,1,3,360,1.3
07/02/2012,2,4,360,0.8
07/02/2012,3,4,360,0.9
07/02/2012,4,2,10,0.9
07/02/2012,5,2,360,0.8
07/02/2012,6,4,10,0.8
07/02/2012,7,4,30,0.8
07/02/2012,8,4,40,0.9
07/02/2012,9,3,10,1.1
07/02/2012,10,4,90,1.6
07/02/2012,11,3,120,1.9
07/02/2012,12,2,100,2.2
07/02/2012,13,3,20,2.4
07/02/2012,14,5,40,3.2
07/02/2012,15,8,40,2.2
07/02/2012,16,7,40,2.0
07/02/2012,17,7,50,0.3
07/02/2012,18,7,60,-1.0
07/02/2012,19,8,80,-2.0
07/02/2012,20,9,80,-3.4
07/02/2012,21,9,70,-4.3
07/02/2012,22,5,40,-4.8
07/02/2012,23,5,360,-5.9
08/02/2012,0,6,10,-4.6
08/02/2012,1,6,20,-4.0
08/02/2012,2,8,30,-3.5
08/02/2012,3,6,10,-2.9
08/02/2012,4,7,20,-2.5
08/02/2012,5,8,30,-2.2
08/02/2012,6,7,30,-2.0
08/02/2012,7,7,30,-1.8
08/02/2012,8,9,30,-1.6
08/02/2012,9,9,40,-1.1
08/02/2012,10,10,40,-0.6
08/02/2012,11,10,50,-0.3
08/02/2012,12,10,50,-0.2
08/02/2012,13,10,50,-0.1
08/02/2012,14,8,50,-0.2
08/02/2012,15,9,60,-0.3
08/02/2012,16,8,40,-0.3
08/02/2012,17,8,30,-0.3
08/02/2012,18,8,40,-0.3
08/02/2012,19,8,40,-0.4
08/02/2012,20,7,50,-0.6
08/02/2012,21,7,80,-0.8
08/02/2012,22,5,70,-0.9
08/02/2012,23,3,70,-1.0
09/02/2012,0,4,70,-1.2
09/02/2012,1,4,60,-1.3
09/02/2012,2,3,90,-1.4
09/02/2012,3,2,40,-1.7
09/02/2012,4,2,300,-1.7
09/02/2012,5,2,310,-1.9
09/02/2012,6,3,320,-2.0
09/02/2012,7,3,330,-2.0
09/02/2012,8,3,340,-2.2
09/02/2012,9,2,320,-2.1
09/02/2012,10,2,330,-2.0
09/02/2012,11,2,260,-1.8
09/02/2012,12,2,220,-1.4
09/02/2012,13,4,180,-1.2
09/02/2012,14,3,180,-0.7
09/02/2012,15,3,210,-0.1
09/02/2012,16,4,240,-0.1
09/02/2012,17,2,200,-0.1
09/02/2012,18,3,150,-0.2
09/02/2012,19,4,130,-0.2
09/02/2012,20,6,130,-0.4
09/02/2012,21,4,160,-0.9
09/02/2012,22,2,190,-1.1
09/02/2012,23,2,170,-1.1
10/02/2012,0,4,150,-0.7
10/02/2012,1,6,140,-0.4
10/02/2012,2,8,120,-0.3
10/02/2012,3,8,130,-0.4
10/02/2012,4,7,130,-0.3
10/02/2012,5,8,130,-0.2
10/02/2012,6,8,130,-0.2
10/02/2012,7,7,130,-0.1
10/02/2012,8,6,110,-0.3
10/02/2012,9,9,110,-0.1
10/02/2012,10,9,120,0.3
10/02/2012,11,9,120,0.8
10/02/2012,12,9,130,0.8
10/02/2012,13,9,140,0.8
10/02/2012,14,9,130,0.4
10/02/2012,15,9,120,0.1
10/02/2012,16,7,110,0.0
10/02/2012,17,5,130,-2.2
10/02/2012,18,3,80,-5.5
10/02/2012,19,5,80,-5.2
10/02/2012,20,6,80,-6.8
10/02/2012,21,6,100,-6.2
10/02/2012,22,5,110,-7.7
10/02/2012,23,6,100,-7.3
11/02/2012,0,2,70,-8.7
11/02/2012,1,1,20,-9.9
11/02/2012,2,1,360,-9.5
11/02/2012,3,1,320,-11.3
11/02/2012,4,1,190,-10.4
11/02/2012,5,1,180,-11.2
11/02/2012,6,0,0,-12.4
11/02/2012,7,1,190,-11.9
11/02/2012,8,1,150,-11.7
11/02/2012,9,1,340,-10.2
11/02/2012,10,1,300,-7.0
11/02/2012,11,1,320,-4.8
11/02/2012,12,0,0,-1.2
11/02/2012,13,2,290,0.0
11/02/2012,14,1,360,0.7
11/02/2012,15,0,0,2.4
11/02/2012,16,3,330,-0.5
11/02/2012,17,3,330,-1.6
11/02/2012,18,2,10,-6.0
11/02/2012,19,3,80,-7.0
11/02/2012,20,1,140,-9.0
11/02/2012,21,1,130,-9.9
11/02/2012,22,0,0,-10.4
11/02/2012,23,1,140,-9.7
12/02/2012,0,2,110,-10.2
12/02/2012,1,1,170,-9.3
12/02/2012,2,1,170,-8.5
12/02/2012,3,1,200,-6.4
12/02/2012,4,1,340,-3.9
12/02/2012,5,1,250,-3.7
12/02/2012,6,2,190,-3.4
12/02/2012,7,2,170,-2.4
12/02/2012,8,1,190,-1.7
12/02/2012,9,1,300,-1.1
12/02/2012,10,0,0,-0.5
12/02/2012,11,1,330,0.3
12/02/2012,12,2,350,1.3
12/02/2012,13,3,320,2.6
12/02/2012,14,4,340,3.2
12/02/2012,15,5,340,3.8
12/02/2012,16,5,340,3.8
12/02/2012,17,4,350,3.5
12/02/2012,18,2,330,3.2
12/02/2012,19,2,360,2.4
12/02/2012,20,1,130,1.8
12/02/2012,21,1,100,2.1
12/02/2012,22,1,130,1.8
12/02/2012,23,1,200,1.7
13/02/2012,0,1,90,1.8
13/02/2012,1,0,0,1.9
13/02/2012,2,2,190,1.6
13/02/2012,3,3,180,1.7
13/02/2012,4,2,200,1.8
13/02/2012,5,1,220,1.7
13/02/2012,6,3,290,2.0
13/02/2012,7,3,290,2.0
13/02/2012,8,3,280,2.2
13/02/2012,9,5,290,3.1
13/02/2012,10,4,290,3.7
13/02/2012,11,5,290,4.7
13/02/2012,12,7,280,5.6
13/02/2012,13,8,280,5.9
13/02/2012,14,6,290,6.5
13/02/2012,15,7,310,6.4
13/02/2012,16,9,310,6.6
13/02/2012,17,9,310,6.5
13/02/2012,18,7,320,5.8
13/02/2012,19,7,330,5.5
13/02/2012,20,7,330,4.4
13/02/2012,21,6,320,4.4
13/02/2012,22,6,330,5.1
13/02/2012,23,6,330,4.8
14/02/2012,0,6,330,5.1
14/02/2012,1,6,340,5.0
14/02/2012,2,7,350,4.6
14/02/2012,3,5,340,4.4
14/02/2012,4,7,340,4.2
14/02/2012,5,6,330,4.4
14/02/2012,6,5,340,3.9
14/02/2012,7,5,310,3.3
14/02/2012,8,3,320,2.2
14/02/2012,9,1,260,2.7
14/02/2012,10,3,220,4.1
14/02/2012,11,5,290,5.8
14/02/2012,12,7,310,6.5
14/02/2012,13,7,300,7.5
14/02/2012,14,7,300,8.3
14/02/2012,15,9,310,8.9
14/02/2012,16,10,310,8.3
14/02/2012,17,10,320,7.9
14/02/2012,18,9,310,7.6
14/02/2012,19,10,320,7.3
14/02/2012,20,9,310,6.9
14/02/2012,21,9,320,6.7
14/02/2012,22,9,320,6.7
14/02/2012,23,9,320,6.8
15/02/2012,0,8,320,6.5
15/02/2012,1,7,330,6.3
15/02/2012,2,9,330,7.2
15/02/2012,3,11,320,7.5
15/02/2012,4,11,320,7.3
15/02/2012,5,12,320,7.1
15/02/2012,6,10,320,6.9
15/02/2012,7,11,320,6.7
15/02/2012,8,11,330,6.5
15/02/2012,9,11,330,7.1
15/02/2012,10,12,320,8.4
15/02/2012,11,14,320,9.3
15/02/2012,12,15,320,10.5
15/02/2012,13,14,320,11.3
15/02/2012,14,15,330,11.1
15/02/2012,15,13,330,10.5
15/02/2012,16,11,320,9.8
15/02/2012,17,12,320,9.1
15/02/2012,18,11,310,8.7
15/02/2012,19,8,310,8.5
15/02/2012,20,9,310,8.3
15/02/2012,21,8,310,8.1
15/02/2012,22,8,310,7.9
15/02/2012,23,8,320,8.2
16/02/2012,0,11,310,7.5
16/02/2012,1,6,300,6.3
16/02/2012,2,3,290,6.0
16/02/2012,3,5,290,6.8
16/02/2012,4,5,300,6.9
16/02/2012,5,5,290,6.6
16/02/2012,6,4,290,6.4
16/02/2012,7,5,300,7.3
16/02/2012,8,4,310,6.8
16/02/2012,9,3,290,6.9
16/02/2012,10,7,280,7.6
16/02/2012,11,8,290,8.7
16/02/2012,12,8,290,9.6
16/02/2012,13,10,290,10.1
16/02/2012,14,9,300,10.4
16/02/2012,15,8,290,10.3
16/02/2012,16,8,290,9.7
16/02/2012,17,7,280,9.4
16/02/2012,18,8,270,9.1
16/02/2012,19,7,260,8.2
16/02/2012,20,5,230,7.2
16/02/2012,21,3,220,6.4
16/02/2012,22,3,230,6.1
16/02/2012,23,3,230,6.2
17/02/2012,0,4,230,7.0
17/02/2012,1,3,240,6.7
17/02/2012,2,2,270,5.0
17/02/2012,3,2,200,6.4
17/02/2012,4,2,240,7.3
17/02/2012,5,3,230,7.6
17/02/2012,6,3,180,6.7
17/02/2012,7,5,210,7.7
17/02/2012,8,4,210,7.9
17/02/2012,9,4,200,8.5
17/02/2012,10,5,200,9.7
17/02/2012,11,5,230,10.4
17/02/2012,12,7,240,11.2
17/02/2012,13,7,260,11.5
17/02/2012,14,7,270,11.6
17/02/2012,15,7,260,11.8
17/02/2012,16,8,250,11.5
17/02/2012,17,8,250,11.0
17/02/2012,18,6,230,10.4
17/02/2012,19,5,220,9.6
17/02/2012,20,6,210,9.1
17/02/2012,21,9,230,9.1
17/02/2012,22,10,240,9.1
17/02/2012,23,12,250,8.8
18/02/2012,0,12,240,8.3
18/02/2012,1,11,230,8.3
18/02/2012,2,11,230,8.3
18/02/2012,3,10,220,8.1
18/02/2012,4,10,220,8.0
18/02/2012,5,11,220,7.8
18/02/2012,6,13,220,7.7
18/02/2012,7,13,210,7.3
18/02/2012,8,13,210,7.4
18/02/2012,9,14,220,8.0
18/02/2012,10,16,220,8.6
18/02/2012,11,17,220,9.8
18/02/2012,12,17,230,9.7
18/02/2012,13,16,220,10.0
18/02/2012,14,17,220,8.7
18/02/2012,15,15,220,8.8
18/02/2012,16,11,300,5.2
18/02/2012,17,4,300,6.0
18/02/2012,18,5,290,5.2
18/02/2012,19,6,290,4.1
18/02/2012,20,6,280,4.0
18/02/2012,21,7,270,3.3
18/02/2012,22,9,280,2.8
18/02/2012,23,5,290,2.1
19/02/2012,0,5,290,1.5
19/02/2012,1,7,280,2.1
19/02/2012,2,7,270,2.1
19/02/2012,3,8,270,2.0
19/02/2012,4,7,270,1.5
19/02/2012,5,6,280,1.2
19/02/2012,6,5,290,0.0
19/02/2012,7,4,290,0.6
19/02/2012,8,6,290,1.4
19/02/2012,9,8,300,2.2
19/02/2012,10,6,290,3.6
19/02/2012,11,8,290,4.7
19/02/2012,12,10,310,5.4
19/02/2012,13,11,310,6.0
19/02/2012,14,11,330,6.0
19/02/2012,15,10,310,5.6
19/02/2012,16,6,330,5.2
19/02/2012,17,7,320,4.6
19/02/2012,18,5,290,2.8
19/02/2012,19,2,290,-3.9
19/02/2012,20,2,250,-3.6
19/02/2012,21,2,130,-3.6
19/02/2012,22,1,110,-3.8
19/02/2012,23,2,130,-5.0
20/02/2012,0,1,200,-4.4
20/02/2012,1,1,180,-5.3
20/02/2012,2,1,160,-6.0
20/02/2012,3,2,170,-5.7
20/02/2012,4,2,170,-4.9
20/02/2012,5,2,160,-5.9
20/02/2012,6,4,170,-3.3
20/02/2012,7,6,170,-0.9
20/02/2012,8,4,190,-0.4
20/02/2012,9,5,170,1.9
20/02/2012,10,5,190,3.4
20/02/2012,11,7,200,4.5
20/02/2012,12,9,210,6.1
20/02/2012,13,11,220,7.4
20/02/2012,14,14,220,7.9
20/02/2012,15,14,220,7.9
20/02/2012,16,13,220,7.4
20/02/2012,17,11,220,6.9
20/02/2012,18,11,210,6.5
20/02/2012,19,10,200,6.0
20/02/2012,20,10,200,5.8
20/02/2012,21,9,200,5.3
20/02/2012,22,8,200,5.1
20/02/2012,23,9,200,4.9
21/02/2012,0,9,220,5.4
21/02/2012,1,9,220,5.6
21/02/2012,2,8,220,5.5
21/02/2012,3,9,220,5.4
21/02/2012,4,8,220,5.5
21/02/2012,5,8,220,5.8
21/02/2012,6,8,220,5.4
21/02/2012,7,8,220,5.9
21/02/2012,8,9,220,6.2
21/02/2012,9,9,220,6.9
21/02/2012,10,9,230,8.1
21/02/2012,11,11,230,9.0
21/02/2012,12,12,240,9.5
21/02/2012,13,12,230,11.3
21/02/2012,14,13,230,11.1
21/02/2012,15,12,240,11.0
21/02/2012,16,10,230,10.3
21/02/2012,17,9,230,9.1
21/02/2012,18,9,220,8.5
21/02/2012,19,9,210,8.7
21/02/2012,20,10,220,8.3
21/02/2012,21,8,210,8.4
21/02/2012,22,10,210,8.3
21/02/2012,23,11,210,8.1
22/02/2012,0,9,210,7.9
22/02/2012,1,7,210,8.0
22/02/2012,2,9,200,7.9
22/02/2012,3,11,190,7.7
22/02/2012,4,12,200,7.8
22/02/2012,5,11,200,8.1
22/02/2012,6,13,200,8.1
22/02/2012,7,11,200,8.3
22/02/2012,8,13,200,8.1
22/02/2012,9,14,200,8.3
22/02/2012,10,16,200,9.3
22/02/2012,11,18,200,9.4
22/02/2012,12,19,200,9.2
22/02/2012,13,18,200,8.5
22/02/2012,14,18,200,8.7
22/02/2012,15,18,200,8.5
22/02/2012,16,16,200,9.0
22/02/2012,17,15,200,9.3
22/02/2012,18,16,210,10.0
22/02/2012,19,17,210,10.3
22/02/2012,20,17,210,10.5
22/02/2012,21,15,210,10.5
22/02/2012,22,11,230,10.9
22/02/2012,23,10,240,11.0
23/02/2012,0,9,250,11.3
23/02/2012,1,8,240,11.0
23/02/2012,2,7,240,11.7
23/02/2012,3,7,230,11.6
23/02/2012,4,7,240,11.7
23/02/2012,5,8,250,11.6
23/02/2012,6,6,260,11.4
23/02/2012,7,5,250,11.2
23/02/2012,8,4,220,11.1
23/02/2012,9,6,240,11.2
23/02/2012,10,7,230,12.0
23/02/2012,11,8,240,12.7
23/02/2012,12,9,230,13.6
23/02/2012,13,9,240,14.0
23/02/2012,14,9,250,14.5
23/02/2012,15,9,260,14.1
23/02/2012,16,9,240,13.9
23/02/2012,17,10,250,12.2
23/02/2012,18,6,230,11.0
23/02/2012,19,7,230,11.1
23/02/2012,20,9,240,10.6
23/02/2012,21,9,240,9.9
23/02/2012,22,10,240,9.6
23/02/2012,23,8,240,9.5
24/02/2012,0,9,230,9.5
24/02/2012,1,7,230,9.5
24/02/2012,2,8,230,9.4
24/02/2012,3,8,230,9.1
24/02/2012,4,5,210,8.9
24/02/2012,5,6,220,9.3
24/02/2012,6,6,220,9.1
24/02/2012,7,5,210,9.2
24/02/2012,8,7,220,9.4
24/02/2012,9,8,230,10.0
24/02/2012,10,9,240,10.7
24/02/2012,11,13,250,11.0
24/02/2012,12,12,250,11.6
24/02/2012,13,11,250,11.8
24/02/2012,14,10,250,12.2
24/02/2012,15,12,250,12.4
24/02/2012,16,12,250,11.9
24/02/2012,17,8,240,11.3
24/02/2012,18,7,240,11.1
24/02/2012,19,6,240,10.6
24/02/2012,20,5,240,9.5
24/02/2012,21,4,270,9.7
24/02/2012,22,3,300,9.6
24/02/2012,23,1,360,9.6
25/02/2012,0,3,330,9.1
25/02/2012,1,5,10,8.3
25/02/2012,2,5,10,7.3
25/02/2012,3,5,20,7.3
25/02/2012,4,6,350,6.9
25/02/2012,5,3,320,6.9
25/02/2012,6,2,280,6.8
25/02/2012,7,3,260,6.6
25/02/2012,8,3,290,6.6
25/02/2012,9,3,300,7.0
25/02/2012,10,5,300,8.0
25/02/2012,11,5,320,8.9
25/02/2012,12,5,290,9.5
25/02/2012,13,7,280,9.4
25/02/2012,14,5,280,10.3
25/02/2012,15,7,290,10.8
25/02/2012,16,7,280,10.9
25/02/2012,17,6,280,10.6
25/02/2012,18,4,300,8.4
25/02/2012,19,1,340,5.2
25/02/2012,20,1,80,4.0
25/02/2012,21,2,200,3.0
25/02/2012,22,3,350,2.2
25/02/2012,23,1,20,1.2
26/02/2012,0,2,30,0.2
26/02/2012,1,1,170,-0.8
26/02/2012,2,1,120,-0.9
26/02/2012,3,1,150,-1.7
26/02/2012,4,1,110,0.5
26/02/2012,5,1,130,-0.8
26/02/2012,6,1,50,-1.3
26/02/2012,7,1,100,-1.3
26/02/2012,8,2,40,-0.1
26/02/2012,9,2,10,3.4
26/02/2012,10,2,290,6.5
26/02/2012,11,1,220,8.8
26/02/2012,12,2,260,10.1
26/02/2012,13,4,230,10.2
26/02/2012,14,5,240,11.3
26/02/2012,15,5,260,10.7
26/02/2012,16,5,280,11.3
26/02/2012,17,3,240,10.2
26/02/2012,18,3,230,8.0
26/02/2012,19,3,160,3.6
26/02/2012,20,3,180,5.2
26/02/2012,21,3,180,5.6
26/02/2012,22,8,180,5.9
26/02/2012,23,7,190,5.9
27/02/2012,0,5,170,3.7
27/02/2012,1,5,180,4.9
27/02/2012,2,6,190,5.4
27/02/2012,3,6,190,5.7
27/02/2012,4,5,190,6.0
27/02/2012,5,5,200,6.4
27/02/2012,6,6,190,6.6
27/02/2012,7,6,200,6.6
27/02/2012,8,5,210,7.1
27/02/2012,9,5,220,8.1
27/02/2012,10,7,230,8.9
27/02/2012,11,8,220,9.3
27/02/2012,12,9,250,9.8
27/02/2012,13,9,250,9.8
27/02/2012,14,8,240,10.6
27/02/2012,15,8,240,11.0
27/02/2012,16,8,240,11.0
27/02/2012,17,8,240,10.8
27/02/2012,18,8,240,10.3
27/02/2012,19,6,240,9.8
27/02/2012,20,7,240,9.3
27/02/2012,21,6,250,9.3
27/02/2012,22,8,250,9.5
27/02/2012,23,7,250,9.5
28/02/2012,0,5,270,9.4
28/02/2012,1,4,240,9.2
28/02/2012,2,4,230,9.1
28/02/2012,3,3,220,9.1
28/02/2012,4,2,250,9.1
28/02/2012,5,4,260,9.2
28/02/2012,6,5,270,9.1
28/02/2012,7,5,270,9.1
28/02/2012,8,4,280,9.2
28/02/2012,9,5,280,9.5
28/02/2012,10,5,270,9.6
28/02/2012,11,5,260,9.5
28/02/2012,12,5,270,9.9
28/02/2012,13,4,270,10.1
28/02/2012,14,4,240,10.6
28/02/2012,15,5,230,10.5
28/02/2012,16,5,220,10.1
28/02/2012,17,5,210,9.9
28/02/2012,18,5,230,9.7
28/02/2012,19,5,220,9.3
28/02/2012,20,5,220,9.1
28/02/2012,21,5,210,9.2
28/02/2012,22,4,230,9.3
28/02/2012,23,3,240,9.3
29/02/2012,0,5,250,8.5
29/02/2012,1,4,250,8.2
29/02/2012,2,4,210,8.3
29/02/2012,3,4,170,7.9
29/02/2012,4,5,180,8.0
29/02/2012,5,5,190,8.2
29/02/2012,6,5,190,8.1
29/02/2012,7,5,190,7.8
29/02/2012,8,5,180,8.4
29/02/2012,9,5,180,9.3
29/02/2012,10,5,190,9.9
29/02/2012,11,6,200,10.3
29/02/2012,12,6,210,11.2
29/02/2012,13,7,210,11.7
29/02/2012,14,7,220,12.2
29/02/2012,15,7,240,12.3
29/02/2012,16,6,220,12.2
29/02/2012,17,6,210,12.1
29/02/2012,18,4,190,9.9
29/02/2012,19,4,180,8.0
29/02/2012,20,5,170,6.6
29/02/2012,21,5,170,7.2
29/02/2012,22,5,170,7.6
29/02/2012,23,5,170,6.8
01/03/2012,0,4,190,6.2
01/03/2012,1,4,160,5.0
01/03/2012,2,4,170,3.7
01/03/2012,3,5,170,2.9
01/03/2012,4,1,180,0.5
01/03/2012,5,1,40,0.5
01/03/2012,6,1,300,0.7
01/03/2012,7,1,180,2.3
01/03/2012,8,2,270,3.5
01/03/2012,9,2,300,3.7
01/03/2012,10,2,280,4.5
01/03/2012,11,1,190,5.3
01/03/2012,12,1,220,6.4
01/03/2012,13,3,290,6.9
01/03/2012,14,3,340,9.8
01/03/2012,15,2,340,11.1
01/03/2012,16,2,320,11.8
01/03/2012,17,2,340,11.3
01/03/2012,18,1,10,7.4
01/03/2012,19,2,80,3.8
01/03/2012,20,1,110,2.4
01/03/2012,21,1,110,2.6
01/03/2012,22,0,0,2.3
01/03/2012,23,2,90,0.7
02/03/2012,0,1,170,0.9
02/03/2012,1,1,220,1.0
02/03/2012,2,1,20,0.8
02/03/2012,3,1,360,0.2
02/03/2012,4,1,40,-0.3
02/03/2012,5,1,330,0.7
02/03/2012,6,1,120,1.2
02/03/2012,7,1,360,1.5
02/03/2012,8,1,30,1.6
02/03/2012,9,3,10,2.6
02/03/2012,10,1,300,3.6
02/03/2012,11,1,260,5.0
02/03/2012,12,1,250,6.9
02/03/2012,13,3,120,7.8
02/03/2012,14,4,140,8.5
02/03/2012,15,3,110,9.4
02/03/2012,16,1,340,9.9
02/03/2012,17,3,310,9.0
02/03/2012,18,2,70,9.0
02/03/2012,19,9,120,7.2
02/03/2012,20,10,110,7.1
02/03/2012,21,7,120,6.9
02/03/2012,22,2,170,6.9
02/03/2012,23,3,150,7.1
03/03/2012,0,5,140,7.2
03/03/2012,1,5,140,7.1
03/03/2012,2,5,150,7.1
03/03/2012,3,6,160,7.0
03/03/2012,4,6,160,7.3
03/03/2012,5,6,160,7.7
03/03/2012,6,8,160,8.2
03/03/2012,7,9,170,8.5
03/03/2012,8,10,170,9.0
03/03/2012,9,13,170,9.4
03/03/2012,10,14,170,8.9
03/03/2012,11,13,180,10.7
03/03/2012,12,13,200,12.9
03/03/2012,13,14,240,13.2
03/03/2012,14,13,240,13.0
03/03/2012,15,14,230,12.4
03/03/2012,16,13,210,11.6
03/03/2012,17,11,210,10.8
03/03/2012,18,9,190,8.3
03/03/2012,19,8,190,8.8
03/03/2012,20,5,210,6.2
03/03/2012,21,4,200,5.1
03/03/2012,22,4,200,3.5
03/03/2012,23,4,170,3.2
04/03/2012,0,6,160,5.6
04/03/2012,1,6,170,5.4
04/03/2012,2,7,160,5.9
04/03/2012,3,7,170,6.1
04/03/2012,4,6,160,6.8
04/03/2012,5,8,150,7.1
04/03/2012,6,11,150,7.0
04/03/2012,7,8,140,6.9
04/03/2012,8,9,140,7.3
04/03/2012,9,9,140,7.5
04/03/2012,10,9,170,7.8
04/03/2012,11,5,180,8.1
04/03/2012,12,11,280,4.3
04/03/2012,13,12,320,1.2
04/03/2012,14,7,310,2.7
04/03/2012,15,11,320,3.5
04/03/2012,16,10,320,4.9
04/03/2012,17,12,320,5.3
04/03/2012,18,14,300,5.1
04/03/2012,19,14,310,4.7
04/03/2012,20,15,310,4.3
04/03/2012,21,14,300,3.7
04/03/2012,22,12,300,3.1
04/03/2012,23,11,300,3.1
05/03/2012,0,11,300,3.3
05/03/2012,1,11,300,2.7
05/03/2012,2,9,290,2.1
05/03/2012,3,9,290,2.3
05/03/2012,4,8,290,2.5
05/03/2012,5,8,290,2.5
05/03/2012,6,7,290,2.8
05/03/2012,7,7,290,2.6
05/03/2012,8,9,300,3.9
05/03/2012,9,12,310,4.9
05/03/2012,10,16,310,5.8
05/03/2012,11,17,320,7.3
05/03/2012,12,18,320,8.1
05/03/2012,13,17,320,8.9
05/03/2012,14,17,320,9.4
05/03/2012,15,16,330,9.6
05/03/2012,16,17,330,8.4
05/03/2012,17,15,330,8.1
05/03/2012,18,11,320,6.6
05/03/2012,19,8,320,5.8
05/03/2012,20,8,320,4.5
05/03/2012,21,6,330,3.3
05/03/2012,22,5,330,2.9
05/03/2012,23,6,320,2.8
06/03/2012,0,7,320,2.2
06/03/2012,1,7,320,1.9
06/03/2012,2,6,330,1.0
06/03/2012,3,6,320,0.6
06/03/2012,4,3,330,-1.3
06/03/2012,5,2,300,-0.4
06/03/2012,6,2,340,-4.0
06/03/2012,7,2,190,-3.4
06/03/2012,8,3,180,-0.7
06/03/2012,9,4,180,1.7
06/03/2012,10,3,250,4.2
06/03/2012,11,5,300,5.6
06/03/2012,12,3,340,7.1
06/03/2012,13,4,350,8.2
06/03/2012,14,3,300,8.9
06/03/2012,15,3,310,9.3
06/03/2012,16,3,210,9.1
06/03/2012,17,5,210,8.6
06/03/2012,18,5,200,4.7
06/03/2012,19,6,160,4.0
06/03/2012,20,6,170,4.3
06/03/2012,21,9,180,5.4
06/03/2012,22,8,180,4.9
06/03/2012,23,9,180,4.9
07/03/2012,0,10,180,5.2
07/03/2012,1,11,180,5.5
07/03/2012,2,13,190,6.0
07/03/2012,3,13,190,6.4
07/03/2012,4,13,190,7.1
07/03/2012,5,15,190,7.3
07/03/2012,6,18,190,7.3
07/03/2012,7,17,190,7.5
07/03/2012,8,18,190,7.7
07/03/2012,9,16,190,8.1
07/03/2012,10,14,190,8.9
07/03/2012,11,12,210,10.5
07/03/2012,12,13,240,12.0
07/03/2012,13,13,270,10.5
07/03/2012,14,15,290,9.2
07/03/2012,15,14,290,10.8
07/03/2012,16,14,290,10.3
07/03/2012,17,16,300,9.1
07/03/2012,18,14,310,7.4
07/03/2012,19,6,290,5.6
07/03/2012,20,6,290,5.5
07/03/2012,21,7,270,5.0
07/03/2012,22,7,270,4.7
07/03/2012,23,7,270,4.3
08/03/2012,0,2,210,0.7
08/03/2012,1,4,260,2.7
08/03/2012,2,4,280,2.7
08/03/2012,3,5,280,3.1
08/03/2012,4,5,290,2.4
08/03/2012,5,4,290,2.4
